Restaurant Name,Location,Cuisine,Secondary Cuisine,Price Range,Dish,Price
Royal A,Jaipur,Hyderabadi,Awadhi,₹300-₹700,Laal Maas,1580
Feast,Lucknow,Bengali,Tandoori,₹1000-₹2000,Solkadi,1519
Zaiqa,Pune,Bengali,Mughlai,₹500-₹1000,Haleem,564
Zaiqa P,Chennai,Mughlai,Chaat,₹300-₹700,Filter Coffee,204
Royal,Chennai,Bengali,Tandoori,₹700-₹1500,Chicken Tikka,1065
Dosa J,Hyderabad,South Indian,Chaat,₹300-₹700,Butter Chicken,472
Royal,Pune,Street Food,,₹700-₹1500,Plain Dosa,1824
Flavors Y,Mumbai,South Indian,Tandoori,₹300-₹700,Masala Dosa,1452
Spice,Mumbai,Hyderabadi,Chaat,₹500-₹1000,Kosha Mangsho,516
Taj,Mumbai,Mughlai,Tandoori,₹700-₹1500,Sambar Vada,357
Relish,Kolkata,Bengali,Mughlai,₹200-₹500,Solkadi,1912
Taj,Pune,North Indian,Chaat,₹1000-₹2000,Pav Bhaji,1169
Feast,Lucknow,Hyderabadi,Chaat,₹100-₹300,Gulab Jamun,312
Relish,Jaipur,Seafood,Awadhi,₹700-₹1500,Kebabs,1914
Dosa G,Chennai,Seafood,Awadhi,₹300-₹700,Pav Bhaji,761
Relish,Delhi,Gujarati,Coastal,₹300-₹700,Dahi Vada,881
Royal,Lucknow,West Indian,Coastal,₹100-₹300,Laal Maas,1517
Rasoi Y,Bengaluru,Gujarati,Awadhi,₹700-₹1500,Kebabs,1400
Zaiqa Q,Ahmedabad,Gujarati,Mughlai,₹100-₹300,Biryani,508
Feast,Hyderabad,Street Food,Mughlai,₹500-₹1000,Masala Dosa,1037
Spice,Delhi,Hyderabadi,Coastal,₹300-₹700,Masala Dosa,699
Zaiqa T,Mumbai,Seafood,Chaat,₹500-₹1000,Dhokla,1077
Relish,Bengaluru,Bengali,Mughlai,₹500-₹1000,Butter Chicken,110
Relish,Delhi,Seafood,Chaat,₹1000-₹2000,Chicken Tikka,1957
Spice,Delhi,Rajasthani,Awadhi,₹500-₹1000,Prawn Curry,103
Royal,Mumbai,Mughlai,Mughlai,₹300-₹700,Chicken Tikka,985
Royal O,Lucknow,North Indian,,₹300-₹700,Sambar Vada,481
Feast,Lucknow,Rajasthani,,₹700-₹1500,Butter Chicken,1619
Royal,Delhi,West Indian,Mughlai,₹300-₹700,Kebabs,1229
Royal,Bengaluru,Mughlai,,₹500-₹1000,Filter Coffee,175
Relish,Mumbai,Bengali,Coastal,₹1000-₹2000,Chole Bhature,1775
Zaiqa,Kolkata,Seafood,Mughlai,₹1000-₹2000,Sambar Vada,1682
Zaiqa,Bengaluru,Hyderabadi,Coastal,₹200-₹500,Chole Bhature,221
Royal,Chennai,Mughlai,Mughlai,₹300-₹700,Biryani,1361
Swad,Ahmedabad,West Indian,Chaat,₹700-₹1500,Dahi Vada,550
Dosa U,Ahmedabad,Street Food,Tandoori,₹100-₹300,Biryani,638
Relish,Ahmedabad,Seafood,Coastal,₹700-₹1500,Sambar Vada,1485
Relish,Lucknow,South Indian,,₹200-₹500,Kosha Mangsho,1971
Zaiqa F,Hyderabad,West Indian,Mughlai,₹1000-₹2000,Chole Bhature,319
Dosa X,Mumbai,North Indian,Mughlai,₹500-₹1000,Kebabs,1602
Zaiqa,Mumbai,Gujarati,,₹1000-₹2000,Laal Maas,1730
Dosa Q,Bengaluru,Mughlai,Chaat,₹300-₹700,Sambar Vada,1870
Rasoi,Pune,Seafood,Coastal,₹200-₹500,Biryani,434
Rasoi,Lucknow,Gujarati,Mughlai,₹100-₹300,Biryani,342
Spice D,Delhi,Rajasthani,,₹300-₹700,Kebabs,1764
Spice,Bengaluru,Seafood,Mughlai,₹1000-₹2000,Butter Chicken,497
Dosa,Pune,Seafood,Mughlai,₹700-₹1500,Gulab Jamun,1172
Spice,Mumbai,North Indian,,₹200-₹500,Filter Coffee,1375
Taj,Kolkata,Seafood,Coastal,₹500-₹1000,Kosha Mangsho,1118
Swad,Lucknow,Bengali,Coastal,₹1000-₹2000,Dhokla,1153
Relish,Ahmedabad,Bengali,Coastal,₹300-₹700,Masala Dosa,1192
Royal,Mumbai,North Indian,,₹1000-₹2000,Laal Maas,1688
Spice,Ahmedabad,Seafood,,₹200-₹500,Plain Dosa,1972
Rasoi,Kolkata,Rajasthani,Coastal,₹700-₹1500,Gulab Jamun,1539
Spice O,Chennai,Bengali,Mughlai,₹500-₹1000,Gulab Jamun,418
Feast A,Chennai,South Indian,Chaat,₹300-₹700,Sambar Vada,661
Flavors,Jaipur,North Indian,,₹700-₹1500,Biryani,672
Spice P,Mumbai,Gujarati,Mughlai,₹1000-₹2000,Kosha Mangsho,1340
Royal G,Mumbai,Mughlai,Coastal,₹700-₹1500,Chole Bhature,1324
Relish,Bengaluru,Hyderabadi,,₹500-₹1000,Dhokla,727
Taj,Pune,West Indian,Tandoori,₹700-₹1500,Butter Chicken,370
Zaiqa M,Delhi,Bengali,Coastal,₹100-₹300,Gulab Jamun,911
Taj,Chennai,Street Food,Chaat,₹300-₹700,Prawn Curry,1072
Dosa,Bengaluru,Rajasthani,Awadhi,₹300-₹700,Sambar Vada,199
Royal,Pune,Rajasthani,Mughlai,₹1000-₹2000,Prawn Curry,494
Rasoi R,Mumbai,Hyderabadi,Tandoori,₹500-₹1000,Solkadi,241
Swad,Bengaluru,Hyderabadi,Mughlai,₹500-₹1000,Filter Coffee,622
Zaiqa,Bengaluru,Gujarati,Tandoori,₹700-₹1500,Laal Maas,152
Feast,Mumbai,Rajasthani,Awadhi,₹700-₹1500,Laal Maas,1730
Flavors,Chennai,Street Food,,₹300-₹700,Butter Chicken,1963
Royal,Hyderabad,Street Food,Awadhi,₹100-₹300,Haleem,969
Feast,Pune,Gujarati,Mughlai,₹100-₹300,Prawn Curry,720
Zaiqa,Jaipur,Hyderabadi,Coastal,₹200-₹500,Pav Bhaji,1656
Royal,Ahmedabad,North Indian,Mughlai,₹200-₹500,Prawn Curry,1711
Taj,Ahmedabad,West Indian,Coastal,₹300-₹700,Prawn Curry,1048
Relish,Chennai,North Indian,Coastal,₹300-₹700,Plain Dosa,1354
Swad,Chennai,Rajasthani,Coastal,₹700-₹1500,Prawn Curry,1030
Rasoi,Ahmedabad,Seafood,Awadhi,₹1000-₹2000,Pav Bhaji,1596
Flavors,Mumbai,West Indian,Awadhi,₹100-₹300,Kosha Mangsho,840
Relish,Ahmedabad,Rajasthani,Chaat,₹100-₹300,Kosha Mangsho,277
Flavors,Lucknow,South Indian,Chaat,₹1000-₹2000,Haleem,446
Taj,Jaipur,Rajasthani,Tandoori,₹200-₹500,Chicken Tikka,488
Dosa,Hyderabad,South Indian,Awadhi,₹300-₹700,Chole Bhature,333
Relish,Hyderabad,Gujarati,Awadhi,₹100-₹300,Biryani,1889
Zaiqa,Bengaluru,Mughlai,Mughlai,₹200-₹500,Laal Maas,574
Spice X,Ahmedabad,Bengali,Mughlai,₹700-₹1500,Kebabs,1690
Spice,Lucknow,Bengali,Coastal,₹300-₹700,Sambar Vada,1982
Spice,Chennai,Mughlai,,₹100-₹300,Dahi Vada,437
Spice Y,Ahmedabad,Hyderabadi,Chaat,₹200-₹500,Filter Coffee,1286
Royal N,Chennai,Street Food,Tandoori,₹200-₹500,Masala Dosa,741
Flavors V,Kolkata,Street Food,Chaat,₹200-₹500,Dhokla,1688
Rasoi,Delhi,North Indian,Tandoori,₹700-₹1500,Laal Maas,99
Feast B,Chennai,Hyderabadi,Awadhi,₹500-₹1000,Chole Bhature,1246
Taj,Hyderabad,Hyderabadi,Chaat,₹1000-₹2000,Kebabs,1512
Swad S,Mumbai,North Indian,Tandoori,₹1000-₹2000,Chicken Tikka,893
Rasoi,Lucknow,Gujarati,Coastal,₹200-₹500,Dahi Vada,732
Royal,Delhi,Mughlai,,₹500-₹1000,Haleem,1022
Spice,Chennai,Mughlai,Tandoori,₹200-₹500,Kebabs,545
Rasoi,Bengaluru,South Indian,Awadhi,₹200-₹500,Kebabs,633
Feast,Mumbai,West Indian,Awadhi,₹500-₹1000,Solkadi,913
Swad T,Jaipur,North Indian,Awadhi,₹1000-₹2000,Chicken Tikka,778
Feast,Pune,Gujarati,Mughlai,₹700-₹1500,Laal Maas,1864
Flavors R,Delhi,Seafood,Tandoori,₹300-₹700,Sambar Vada,764
Swad G,Mumbai,South Indian,Mughlai,₹300-₹700,Chicken Tikka,1929
Swad,Jaipur,South Indian,Tandoori,₹500-₹1000,Dhokla,836
Spice H,Pune,Gujarati,Coastal,₹500-₹1000,Kosha Mangsho,1705
Flavors,Delhi,South Indian,Mughlai,₹200-₹500,Gulab Jamun,1396
Dosa,Chennai,Gujarati,,₹700-₹1500,Butter Chicken,1301
Spice,Pune,Gujarati,Tandoori,₹200-₹500,Plain Dosa,1074
Royal J,Jaipur,Gujarati,Awadhi,₹500-₹1000,Biryani,1176
Zaiqa W,Mumbai,Bengali,Coastal,₹200-₹500,Solkadi,1704
Spice,Bengaluru,Seafood,Chaat,₹100-₹300,Dahi Vada,162
Flavors E,Kolkata,Rajasthani,Mughlai,₹200-₹500,Pav Bhaji,1505
Swad,Delhi,Gujarati,Tandoori,₹300-₹700,Haleem,1416
Zaiqa,Mumbai,Street Food,,₹500-₹1000,Gulab Jamun,674
Relish,Delhi,Rajasthani,Tandoori,₹500-₹1000,Sambar Vada,1881
Relish,Chennai,Seafood,,₹700-₹1500,Pav Bhaji,1770
Taj,Chennai,Hyderabadi,Tandoori,₹500-₹1000,Solkadi,457
Dosa,Ahmedabad,Hyderabadi,Awadhi,₹500-₹1000,Masala Dosa,1809
Rasoi,Hyderabad,Mughlai,Tandoori,₹700-₹1500,Chole Bhature,1105
Rasoi Y,Lucknow,Gujarati,Chaat,₹200-₹500,Dhokla,540
Flavors,Kolkata,North Indian,Chaat,₹300-₹700,Chole Bhature,1245
Swad T,Pune,Hyderabadi,Chaat,₹1000-₹2000,Laal Maas,353
Rasoi,Chennai,Street Food,Tandoori,₹500-₹1000,Biryani,535
Dosa,Chennai,Bengali,Tandoori,₹200-₹500,Laal Maas,102
Taj,Bengaluru,Gujarati,Tandoori,₹1000-₹2000,Pav Bhaji,1074
Feast,Mumbai,Mughlai,Chaat,₹1000-₹2000,Dhokla,330
Spice I,Chennai,Bengali,,₹1000-₹2000,Filter Coffee,288
Rasoi,Hyderabad,Gujarati,Tandoori,₹200-₹500,Chole Bhature,1260
Taj W,Delhi,Gujarati,Tandoori,₹1000-₹2000,Sambar Vada,979
Spice S,Kolkata,Mughlai,Coastal,₹700-₹1500,Plain Dosa,1486
Rasoi,Lucknow,Bengali,Mughlai,₹200-₹500,Gulab Jamun,1149
Dosa,Ahmedabad,Bengali,Mughlai,₹100-₹300,Kebabs,786
Zaiqa N,Bengaluru,Rajasthani,Mughlai,₹300-₹700,Sambar Vada,1565
Relish,Pune,Bengali,Tandoori,₹300-₹700,Chole Bhature,865
Relish,Chennai,Rajasthani,,₹700-₹1500,Kosha Mangsho,642
Royal,Kolkata,South Indian,,₹1000-₹2000,Dhokla,1510
Dosa P,Mumbai,Bengali,Chaat,₹100-₹300,Laal Maas,1751
Zaiqa,Delhi,West Indian,,₹200-₹500,Plain Dosa,1947
Zaiqa T,Lucknow,Mughlai,,₹100-₹300,Solkadi,1966
Swad,Chennai,Seafood,Mughlai,₹500-₹1000,Dahi Vada,861
Rasoi T,Chennai,Seafood,Coastal,₹1000-₹2000,Biryani,455
Relish,Kolkata,Hyderabadi,Mughlai,₹500-₹1000,Biryani,1659
Dosa Q,Lucknow,Street Food,,₹300-₹700,Solkadi,1443
Dosa,Hyderabad,Gujarati,Awadhi,₹200-₹500,Kebabs,954
Relish,Mumbai,Bengali,Awadhi,₹700-₹1500,Kosha Mangsho,898
Spice,Lucknow,Seafood,Tandoori,₹500-₹1000,Plain Dosa,971
Relish,Pune,North Indian,Chaat,₹700-₹1500,Chicken Tikka,468
Dosa,Hyderabad,Bengali,Coastal,₹1000-₹2000,Masala Dosa,875
Rasoi,Mumbai,West Indian,Coastal,₹500-₹1000,Kosha Mangsho,482
Royal,Jaipur,Bengali,Chaat,₹300-₹700,Dhokla,1008
Dosa J,Kolkata,North Indian,,₹1000-₹2000,Butter Chicken,1304
Dosa,Bengaluru,Hyderabadi,Chaat,₹300-₹700,Plain Dosa,602
Feast N,Pune,North Indian,Mughlai,₹1000-₹2000,Plain Dosa,1731
Rasoi T,Hyderabad,Hyderabadi,Mughlai,₹100-₹300,Gulab Jamun,559
Flavors I,Lucknow,Street Food,Coastal,₹300-₹700,Filter Coffee,1590
Feast,Ahmedabad,Street Food,Chaat,₹200-₹500,Chicken Tikka,587
Feast A,Chennai,Bengali,Coastal,₹200-₹500,Laal Maas,1011
Feast,Delhi,South Indian,,₹100-₹300,Pav Bhaji,1335
Relish Y,Jaipur,Bengali,Awadhi,₹500-₹1000,Sambar Vada,183
Flavors,Chennai,South Indian,Coastal,₹700-₹1500,Filter Coffee,101
Swad,Jaipur,Hyderabadi,Mughlai,₹200-₹500,Plain Dosa,799
Relish W,Delhi,West Indian,Chaat,₹100-₹300,Dhokla,1257
Taj,Pune,Rajasthani,Chaat,₹700-₹1500,Butter Chicken,918
Rasoi,Kolkata,Gujarati,Mughlai,₹500-₹1000,Chicken Tikka,757
Swad,Jaipur,North Indian,Awadhi,₹100-₹300,Dahi Vada,1959
Relish R,Bengaluru,North Indian,Awadhi,₹500-₹1000,Kebabs,742
Spice,Jaipur,North Indian,Coastal,₹300-₹700,Chicken Tikka,1053
Royal,Chennai,Gujarati,Tandoori,₹500-₹1000,Pav Bhaji,1662
Swad,Hyderabad,Street Food,Tandoori,₹300-₹700,Sambar Vada,1180
Spice,Pune,North Indian,Mughlai,₹300-₹700,Haleem,1884
Dosa,Jaipur,Hyderabadi,Coastal,₹500-₹1000,Chicken Tikka,405
Dosa,Hyderabad,Rajasthani,Coastal,₹700-₹1500,Filter Coffee,1206
Relish,Mumbai,Mughlai,Coastal,₹1000-₹2000,Dhokla,1030
Feast M,Delhi,North Indian,,₹500-₹1000,Kebabs,1356
Taj,Bengaluru,West Indian,Coastal,₹1000-₹2000,Solkadi,1026
Rasoi,Delhi,North Indian,Chaat,₹100-₹300,Masala Dosa,1992
Flavors,Mumbai,Street Food,Tandoori,₹300-₹700,Filter Coffee,495
Feast,Pune,Mughlai,Tandoori,₹100-₹300,Filter Coffee,1354
Relish D,Mumbai,Street Food,Awadhi,₹500-₹1000,Filter Coffee,332
Royal,Bengaluru,North Indian,,₹500-₹1000,Sambar Vada,1607
Spice N,Lucknow,South Indian,,₹300-₹700,Pav Bhaji,1637
Taj V,Delhi,West Indian,Chaat,₹700-₹1500,Dhokla,2000
Royal G,Hyderabad,Street Food,Awadhi,₹100-₹300,Plain Dosa,228
Swad,Bengaluru,Seafood,Chaat,₹1000-₹2000,Prawn Curry,1928
Relish,Ahmedabad,South Indian,Tandoori,₹1000-₹2000,Pav Bhaji,1046
Swad T,Hyderabad,Bengali,Awadhi,₹1000-₹2000,Plain Dosa,1788
Rasoi,Pune,West Indian,Awadhi,₹500-₹1000,Gulab Jamun,1077
Rasoi,Pune,South Indian,Chaat,₹200-₹500,Pav Bhaji,731
Rasoi,Jaipur,Hyderabadi,Tandoori,₹200-₹500,Dahi Vada,1785
Relish M,Lucknow,Hyderabadi,Awadhi,₹500-₹1000,Haleem,1585
Spice,Chennai,Seafood,Tandoori,₹500-₹1000,Kosha Mangsho,1354
Flavors,Hyderabad,Rajasthani,,₹1000-₹2000,Masala Dosa,1717
Dosa,Chennai,Street Food,Mughlai,₹500-₹1000,Chicken Tikka,855
Relish,Bengaluru,West Indian,Mughlai,₹300-₹700,Sambar Vada,83
Flavors T,Kolkata,Street Food,Coastal,₹700-₹1500,Kebabs,155
Taj,Hyderabad,Street Food,Chaat,₹500-₹1000,Kosha Mangsho,217
Relish,Jaipur,Gujarati,Chaat,₹300-₹700,Sambar Vada,461
Feast,Hyderabad,Seafood,Awadhi,₹100-₹300,Chole Bhature,1881
Rasoi,Bengaluru,Bengali,Mughlai,₹100-₹300,Masala Dosa,1797
Zaiqa,Ahmedabad,South Indian,Chaat,₹500-₹1000,Filter Coffee,1385
Spice,Ahmedabad,Rajasthani,Chaat,₹300-₹700,Masala Dosa,396
Spice,Lucknow,West Indian,Awadhi,₹1000-₹2000,Solkadi,90
Swad H,Kolkata,South Indian,Tandoori,₹500-₹1000,Sambar Vada,1684
Rasoi,Mumbai,Hyderabadi,Coastal,₹1000-₹2000,Solkadi,1194
Relish G,Hyderabad,North Indian,Awadhi,₹500-₹1000,Haleem,1825
Relish,Hyderabad,Seafood,Mughlai,₹700-₹1500,Laal Maas,1594
Flavors,Lucknow,Hyderabadi,Mughlai,₹500-₹1000,Kebabs,229
Rasoi,Kolkata,Mughlai,Mughlai,₹200-₹500,Butter Chicken,632
Relish,Lucknow,Bengali,Coastal,₹1000-₹2000,Solkadi,1248
Flavors Q,Pune,Rajasthani,Coastal,₹1000-₹2000,Prawn Curry,679
Flavors N,Jaipur,Rajasthani,,₹500-₹1000,Dhokla,1645
Spice P,Jaipur,Mughlai,,₹200-₹500,Prawn Curry,1622
Feast,Pune,Seafood,Mughlai,₹100-₹300,Pav Bhaji,1136
Rasoi,Pune,Seafood,Awadhi,₹1000-₹2000,Prawn Curry,1784
Feast,Chennai,Bengali,Mughlai,₹500-₹1000,Masala Dosa,1786
Spice,Mumbai,Seafood,Coastal,₹1000-₹2000,Pav Bhaji,363
Feast,Pune,North Indian,Chaat,₹700-₹1500,Biryani,56
Swad A,Chennai,Gujarati,Mughlai,₹100-₹300,Butter Chicken,149
Spice,Ahmedabad,Seafood,Chaat,₹100-₹300,Butter Chicken,1344
Flavors,Chennai,Seafood,,₹500-₹1000,Pav Bhaji,1715
Flavors,Ahmedabad,North Indian,Chaat,₹1000-₹2000,Sambar Vada,776
Swad,Pune,Seafood,Awadhi,₹300-₹700,Chole Bhature,1414
Flavors,Jaipur,Mughlai,Mughlai,₹200-₹500,Masala Dosa,1737
Swad,Mumbai,Bengali,Tandoori,₹200-₹500,Prawn Curry,785
Zaiqa,Bengaluru,Gujarati,Awadhi,₹500-₹1000,Kebabs,1863
Royal C,Jaipur,Hyderabadi,,₹200-₹500,Masala Dosa,1545
Flavors,Hyderabad,Mughlai,Awadhi,₹300-₹700,Gulab Jamun,282
Flavors,Jaipur,Seafood,Coastal,₹200-₹500,Chicken Tikka,56
Relish,Delhi,Seafood,Tandoori,₹1000-₹2000,Solkadi,702
Zaiqa M,Hyderabad,North Indian,Chaat,₹700-₹1500,Dahi Vada,1555
Relish,Chennai,Mughlai,Chaat,₹100-₹300,Prawn Curry,1678
Dosa,Kolkata,North Indian,Coastal,₹300-₹700,Dhokla,613
Spice,Mumbai,Rajasthani,Coastal,₹700-₹1500,Chicken Tikka,601
Flavors,Pune,Bengali,Tandoori,₹500-₹1000,Filter Coffee,442
Dosa,Pune,South Indian,Tandoori,₹300-₹700,Chicken Tikka,188
Dosa,Kolkata,Rajasthani,Coastal,₹700-₹1500,Dahi Vada,1704
Spice,Bengaluru,Rajasthani,Awadhi,₹1000-₹2000,Chicken Tikka,75
Flavors K,Jaipur,Rajasthani,Mughlai,₹200-₹500,Laal Maas,1667
Relish,Jaipur,Bengali,,₹1000-₹2000,Pav Bhaji,852
Royal P,Mumbai,Mughlai,Mughlai,₹100-₹300,Gulab Jamun,1456
Spice E,Jaipur,Rajasthani,Awadhi,₹500-₹1000,Solkadi,128
Feast,Hyderabad,North Indian,Mughlai,₹500-₹1000,Kebabs,725
Spice,Mumbai,Rajasthani,Tandoori,₹200-₹500,Butter Chicken,316
Flavors,Mumbai,Hyderabadi,Chaat,₹500-₹1000,Kebabs,1166
Relish,Mumbai,Mughlai,,₹500-₹1000,Butter Chicken,1651
Swad,Bengaluru,West Indian,Awadhi,₹500-₹1000,Dhokla,300
Rasoi,Pune,Hyderabadi,Awadhi,₹700-₹1500,Gulab Jamun,267
Spice,Hyderabad,Seafood,Tandoori,₹500-₹1000,Butter Chicken,247
Dosa Y,Jaipur,Hyderabadi,Coastal,₹1000-₹2000,Masala Dosa,175
Zaiqa,Pune,Seafood,Coastal,₹700-₹1500,Butter Chicken,119
Royal,Mumbai,Hyderabadi,Coastal,₹500-₹1000,Plain Dosa,1779
Flavors B,Mumbai,South Indian,,₹200-₹500,Biryani,1698
Swad E,Ahmedabad,Seafood,,₹100-₹300,Chicken Tikka,1625
Royal,Bengaluru,Rajasthani,Mughlai,₹700-₹1500,Dhokla,1377
Dosa,Chennai,Hyderabadi,Tandoori,₹1000-₹2000,Filter Coffee,194
Dosa N,Mumbai,Hyderabadi,Tandoori,₹500-₹1000,Laal Maas,848
Zaiqa,Mumbai,Gujarati,Chaat,₹700-₹1500,Masala Dosa,627
Feast,Pune,Bengali,Coastal,₹500-₹1000,Laal Maas,880
Royal,Mumbai,Bengali,,₹500-₹1000,Solkadi,1909
Flavors L,Kolkata,West Indian,Awadhi,₹1000-₹2000,Dahi Vada,1236
Royal,Ahmedabad,Gujarati,Mughlai,₹500-₹1000,Butter Chicken,87
Swad,Ahmedabad,Street Food,Chaat,₹100-₹300,Laal Maas,1205
Royal Z,Mumbai,Street Food,Awadhi,₹500-₹1000,Dahi Vada,1764
Royal,Bengaluru,Street Food,Coastal,₹200-₹500,Gulab Jamun,736
Flavors,Lucknow,Hyderabadi,Coastal,₹1000-₹2000,Pav Bhaji,683
Feast J,Jaipur,Street Food,Chaat,₹1000-₹2000,Dahi Vada,1772
Royal,Jaipur,Gujarati,Chaat,₹300-₹700,Kebabs,773
Zaiqa,Hyderabad,Bengali,Mughlai,₹300-₹700,Masala Dosa,635
Feast,Mumbai,South Indian,Awadhi,₹700-₹1500,Prawn Curry,1803
Rasoi,Pune,Gujarati,Tandoori,₹300-₹700,Pav Bhaji,1243
Flavors,Chennai,Rajasthani,,₹700-₹1500,Dhokla,487
Zaiqa,Hyderabad,Rajasthani,Mughlai,₹700-₹1500,Kebabs,1541
Royal,Delhi,Street Food,Mughlai,₹700-₹1500,Pav Bhaji,119
Relish E,Hyderabad,North Indian,Awadhi,₹700-₹1500,Chicken Tikka,1498
Taj G,Bengaluru,West Indian,Chaat,₹200-₹500,Butter Chicken,263
Taj,Mumbai,Gujarati,Awadhi,₹700-₹1500,Pav Bhaji,552
Rasoi,Jaipur,Gujarati,Chaat,₹200-₹500,Haleem,263
Swad,Kolkata,Hyderabadi,,₹700-₹1500,Kosha Mangsho,628
Spice,Delhi,Mughlai,Mughlai,₹700-₹1500,Pav Bhaji,902
Flavors,Kolkata,Bengali,Tandoori,₹300-₹700,Masala Dosa,310
Flavors P,Pune,Rajasthani,Tandoori,₹100-₹300,Dhokla,79
Flavors,Hyderabad,Street Food,Awadhi,₹100-₹300,Chole Bhature,1445
Taj,Chennai,Gujarati,Mughlai,₹200-₹500,Kebabs,1137
Dosa,Lucknow,Street Food,Tandoori,₹700-₹1500,Solkadi,1259
Relish,Bengaluru,Mughlai,Coastal,₹100-₹300,Plain Dosa,82
Rasoi,Jaipur,Seafood,Coastal,₹100-₹300,Sambar Vada,1209
Swad Z,Chennai,Seafood,Coastal,₹200-₹500,Dhokla,660
Zaiqa,Chennai,Rajasthani,,₹200-₹500,Solkadi,1843
Feast,Jaipur,Hyderabadi,Tandoori,₹100-₹300,Biryani,377
Dosa M,Lucknow,West Indian,Chaat,₹1000-₹2000,Dahi Vada,1426
Spice,Chennai,Hyderabadi,Tandoori,₹300-₹700,Gulab Jamun,541
Flavors,Bengaluru,Mughlai,,₹200-₹500,Laal Maas,1564
Rasoi Q,Chennai,Hyderabadi,Mughlai,₹100-₹300,Chole Bhature,514
Feast E,Delhi,Rajasthani,Tandoori,₹300-₹700,Butter Chicken,1825
Royal,Lucknow,North Indian,Chaat,₹700-₹1500,Dahi Vada,830
Taj,Delhi,Hyderabadi,Awadhi,₹700-₹1500,Pav Bhaji,793
Zaiqa,Delhi,Seafood,Awadhi,₹1000-₹2000,Dahi Vada,262
Relish,Kolkata,West Indian,Chaat,₹200-₹500,Plain Dosa,1290
Zaiqa O,Lucknow,Hyderabadi,Awadhi,₹100-₹300,Biryani,1314
Spice D,Kolkata,West Indian,Mughlai,₹200-₹500,Dhokla,541
Taj M,Jaipur,Seafood,Mughlai,₹500-₹1000,Solkadi,1014
Spice H,Chennai,Gujarati,Coastal,₹500-₹1000,Haleem,1586
Feast,Delhi,Bengali,Mughlai,₹700-₹1500,Plain Dosa,1811
Zaiqa,Bengaluru,Mughlai,,₹100-₹300,Biryani,726
Zaiqa A,Delhi,Gujarati,Awadhi,₹700-₹1500,Pav Bhaji,1650
Swad,Hyderabad,Rajasthani,Awadhi,₹500-₹1000,Prawn Curry,441
Feast,Kolkata,Street Food,Mughlai,₹700-₹1500,Sambar Vada,1249
Royal M,Kolkata,Street Food,Coastal,₹1000-₹2000,Butter Chicken,770
Zaiqa,Mumbai,West Indian,Awadhi,₹700-₹1500,Dhokla,732
Relish Z,Kolkata,Rajasthani,Coastal,₹100-₹300,Solkadi,765
Rasoi,Delhi,Street Food,Coastal,₹100-₹300,Prawn Curry,752
Dosa,Pune,Seafood,Awadhi,₹700-₹1500,Haleem,1719
Relish,Pune,Mughlai,Mughlai,₹500-₹1000,Sambar Vada,847
Spice Z,Mumbai,Hyderabadi,Chaat,₹200-₹500,Dhokla,242
Relish B,Pune,West Indian,Coastal,₹700-₹1500,Butter Chicken,505
Taj,Bengaluru,Street Food,Awadhi,₹1000-₹2000,Prawn Curry,1967
Swad W,Mumbai,Bengali,,₹700-₹1500,Chicken Tikka,303
Relish,Lucknow,Mughlai,Chaat,₹500-₹1000,Plain Dosa,1677
Zaiqa,Bengaluru,Seafood,Awadhi,₹200-₹500,Chicken Tikka,1277
Dosa,Chennai,Mughlai,Awadhi,₹100-₹300,Sambar Vada,1962
Feast P,Mumbai,Bengali,Chaat,₹100-₹300,Biryani,1041
Taj,Mumbai,Street Food,,₹1000-₹2000,Gulab Jamun,1173
Flavors P,Bengaluru,Hyderabadi,Chaat,₹700-₹1500,Pav Bhaji,1367
Rasoi,Bengaluru,Hyderabadi,Awadhi,₹1000-₹2000,Filter Coffee,667
Taj,Delhi,Mughlai,Mughlai,₹300-₹700,Masala Dosa,879
Spice,Delhi,South Indian,,₹1000-₹2000,Sambar Vada,197
Dosa,Jaipur,Seafood,Chaat,₹100-₹300,Biryani,1825
Flavors,Bengaluru,North Indian,Tandoori,₹700-₹1500,Dahi Vada,769
Swad Q,Delhi,Street Food,,₹500-₹1000,Solkadi,1394
Spice,Ahmedabad,Seafood,Chaat,₹100-₹300,Plain Dosa,1703
Zaiqa E,Hyderabad,Street Food,Awadhi,₹700-₹1500,Solkadi,1746
Swad G,Ahmedabad,Mughlai,,₹200-₹500,Pav Bhaji,1600
Taj,Ahmedabad,Seafood,,₹200-₹500,Prawn Curry,1494
Flavors,Pune,West Indian,Tandoori,₹200-₹500,Kosha Mangsho,642
Swad,Chennai,Hyderabadi,Chaat,₹300-₹700,Dhokla,1963
Relish O,Lucknow,West Indian,,₹700-₹1500,Gulab Jamun,1334
Rasoi,Jaipur,Street Food,Mughlai,₹300-₹700,Chicken Tikka,1843
Relish I,Lucknow,South Indian,Mughlai,₹200-₹500,Solkadi,823
Rasoi D,Kolkata,Mughlai,Coastal,₹700-₹1500,Dahi Vada,866
Swad,Delhi,Rajasthani,Tandoori,₹100-₹300,Chole Bhature,1342
Taj,Bengaluru,Hyderabadi,Coastal,₹100-₹300,Masala Dosa,65
Spice F,Bengaluru,Mughlai,Chaat,₹300-₹700,Kosha Mangsho,155
Feast,Chennai,Bengali,Chaat,₹100-₹300,Sambar Vada,660
Royal,Kolkata,North Indian,Awadhi,₹100-₹300,Sambar Vada,884
